EmployeeNumber,Age,AgeBand,Attrition,AttritionFlag,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyPayrollCost,MonthlyRate,HourlyRate,DailyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,EnvironmentSatisfaction,JobSatisfaction,JobInvolvement,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,LastReviewDate,ManagerID,WorkLocation,RemoteWork,ExitReason
313,38,36-45,No,0,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Male,4,Research Scientist,Single,7565,10593,7980,41,480,1,No,20,3,1,3,3,3,80,0,19,3,1,6,3,0,0,2018-02-17,2024-12-21,1022,Stockholm,No,Not applicable
314,35,26-35,No,0,Travel_Rarely,Research & Development,5,3,Medical,1,Female,3,Research Scientist,Single,4846,6616,19139,87,1392,1,Yes,16,3,2,2,3,3,80,0,16,3,4,11,6,5,0,2013-10-09,2024-12-13,1075,Helsinki,No,Not applicable
315,46,46-55,No,0,Travel_Frequently,Research & Development,24,3,Life Sciences,1,Female,3,Laboratory Technician,Married,5137,6459,5427,75,116,1,Yes,11,3,2,4,2,4,80,0,23,3,3,6,1,3,6,2018-05-05,2024-07-13,1044,Stockholm,No,Not applicable
316,42,36-45,No,0,Travel_Frequently,Research & Development,16,3,Life Sciences,1,Female,3,Research Scientist,Married,7373,10268,24859,97,506,0,No,15,3,1,4,4,3,80,1,18,2,4,3,2,3,3,2021-03-18,2024-10-21,1017,Malmo,No,Not applicable
317,44,36-45,No,0,Travel_Rarely,Human Resources,29,3,Medical,1,Female,3,Human Resources,Single,5728,8013,23903,78,1049,1,No,14,3,3,1,4,2,80,0,20,2,3,8,0,0,0,2016-11-15,2024-06-16,1017,Copenhagen,Hybrid,Not applicable
318,39,36-45,Yes,1,Non-Travel,Sales,24,2,Life Sciences,1,Female,2,Sales Executive,Divorced,5238,6663,7894,84,408,0,Yes,16,3,4,1,2,2,80,0,14,2,4,7,1,2,0,2017-06-19,2024-01-21,1062,Copenhagen,Full Remote,Career change
319,44,36-45,No,0,Travel_Frequently,Research & Development,26,3,Life Sciences,1,Female,4,Research Scientist,Single,7473,10332,13955,44,466,3,No,16,3,1,3,4,3,80,1,18,2,1,14,3,7,0,2010-04-08,2024-06-18,1087,Stockholm,No,Not applicable
320,23,18-25,No,0,Travel_Frequently,Research & Development,4,3,Medical,1,Male,1,Research Scientist,Single,2662,3521,13706,34,1188,1,No,11,3,1,3,2,3,80,0,0,2,3,0,0,0,0,2024-08-27,2024-10-03,1011,Gothenburg,No,Not applicable
321,30,26-35,No,0,Travel_Frequently,Research & Development,24,1,Medical,1,Male,2,Manufacturing Director,Single,7917,10753,4597,85,338,6,No,21,3,1,3,3,4,80,0,10,2,4,10,0,7,5,2014-03-18,2024-08-20,1039,Gothenburg,Hybrid,Not applicable
322,37,36-45,No,0,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Female,3,Healthcare Representative,Married,10752,13267,25232,71,552,8,Yes,14,3,4,2,3,3,80,1,17,2,4,3,1,3,3,2021-08-08,2024-01-02,1078,Gothenburg,Hybrid,Not applicable
323,27,26-35,Yes,1,Travel_Rarely,Research & Development,16,1,Technical Degree,1,Male,1,Laboratory Technician,Married,3278,3990,21167,51,1378,0,Yes,11,3,3,1,2,3,80,0,5,3,3,2,2,2,0,2022-05-27,2024-06-02,1003,Gothenburg,Hybrid,Work-life balance
324,29,26-35,No,0,Travel_Rarely,Human Resources,10,3,Life Sciences,1,Female,2,Human Resources,Married,3774,5201,16727,50,463,1,No,17,3,3,3,3,1,80,1,9,2,3,9,1,0,0,2016-01-03,2024-04-03,1043,Helsinki,Hybrid,Not applicable
325,37,36-45,No,0,Travel_Rarely,Research & Development,8,4,Human Resources,1,Male,3,Laboratory Technician,Divorced,4465,6247,17000,77,590,4,No,19,3,2,4,1,3,80,1,18,3,1,4,1,0,0,2020-01-04,2024-09-20,1042,Copenhagen,No,Not applicable
326,36,36-45,No,0,Travel_Rarely,Sales,15,4,Life Sciences,1,Female,3,Sales Executive,Married,9943,13440,21889,98,148,0,No,15,3,1,1,1,4,80,2,14,2,4,3,1,0,0,2021-12-03,2024-08-04,1051,Malmo,Hybrid,Not applicable
327,29,26-35,No,0,Travel_Frequently,Research & Development,9,3,Medical,1,Male,1,Research Scientist,Divorced,4329,5464,24583,86,777,0,No,18,4,4,2,3,1,80,1,5,4,3,3,1,0,0,2021-01-09,2024-08-21,1073,Copenhagen,Hybrid,Not applicable
328,21,18-25,No,0,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Male,1,Manufacturing Director,Married,7957,10812,18935,81,1076,0,Yes,19,4,3,2,1,2,80,0,2,2,3,2,1,0,2,2022-10-07,2024-07-08,1083,Oslo,Hybrid,Not applicable
329,28,26-35,Yes,1,Non-Travel,Research & Development,22,2,Marketing,1,Female,1,Research Scientist,Single,4143,4987,12797,94,237,0,Yes,21,3,3,4,4,1,80,1,0,0,2,0,0,0,0,2024-04-03,2024-03-31,1011,Helsinki,Hybrid,Career change
330,36,36-45,No,0,Travel_Rarely,Sales,20,4,Technical Degree,1,Female,2,Sales Representative,Married,3888,5034,16480,40,1074,1,No,16,3,1,2,2,2,80,1,13,3,4,13,3,0,1,2011-04-03,2024-03-05,1028,Helsinki,No,Not applicable
331,33,26-35,No,0,Travel_Rarely,Sales,21,3,Medical,1,Male,2,Sales Executive,Single,4750,6683,17977,30,753,2,No,21,3,4,3,3,3,80,0,12,2,2,12,1,3,3,2012-04-19,2024-05-05,1064,Oslo,No,Not applicable
332,46,46-55,Yes,1,Travel_Frequently,Research & Development,7,3,Medical,1,Male,3,Manufacturing Director,Single,9858,12854,17524,83,651,3,No,20,3,2,2,3,2,80,1,23,4,2,0,0,0,0,2024-08-20,2024-05-04,1039,Oslo,No,Work-life balance
333,30,26-35,No,0,Travel_Rarely,Research & Development,13,3,Life Sciences,1,Male,1,Manufacturing Director,Married,7439,9675,10977,43,252,1,Yes,22,3,3,3,3,1,80,1,4,3,3,2,2,0,2,2022-07-20,2024-04-30,1093,Gothenburg,Hybrid,Not applicable
334,42,36-45,No,0,Travel_Rarely,Human Resources,20,3,Medical,1,Female,3,Human Resources,Single,6606,8703,26995,63,1240,1,No,19,3,2,1,3,4,80,2,23,3,2,5,5,1,2,2019-08-07,2024-01-13,1003,Oslo,Hybrid,Not applicable
335,40,36-45,No,0,Travel_Rarely,Sales,29,2,Other,1,Female,2,Sales Executive,Single,10653,13525,20537,85,165,1,No,19,3,1,2,1,4,80,0,15,1,4,6,5,2,6,2018-07-20,2024-03-31,1063,Copenhagen,Hybrid,Not applicable
336,47,46-55,No,0,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,4,Laboratory Technician,Married,5256,6747,2703,81,1277,1,No,23,3,4,4,2,3,80,0,23,2,1,4,4,4,2,2020-02-18,2024-06-15,1003,Oslo,No,Not applicable
337,21,18-25,No,0,Travel_Rarely,Sales,27,2,Marketing,1,Female,1,Sales Executive,Divorced,5797,7067,10882,59,544,0,No,14,3,1,1,1,2,80,3,0,2,3,0,0,0,0,2024-12-19,2024-10-22,1057,Stockholm,Hybrid,Not applicable
338,31,26-35,No,0,Travel_Frequently,Research & Development,7,3,Medical,1,Male,2,Research Scientist,Single,4708,5681,16973,32,114,0,No,19,3,2,1,4,3,80,0,10,1,3,7,1,2,1,2017-06-02,2024-06-10,1013,Copenhagen,Hybrid,Not applicable
339,42,36-45,Yes,1,Travel_Frequently,Human Resources,9,2,Life Sciences,1,Male,2,Manager,Single,13729,16775,18993,49,1469,1,No,13,3,4,1,1,2,80,0,12,1,3,5,4,0,5,2019-11-08,2024-10-09,1004,Oslo,No,Manager relationship
340,42,36-45,No,0,Travel_Rarely,Research & Development,14,2,Life Sciences,1,Female,3,Laboratory Technician,Married,4716,6481,2023,69,1075,1,No,20,3,1,1,4,4,80,2,22,1,4,8,6,8,0,2016-08-25,2024-10-27,1042,Malmo,Hybrid,Not applicable
341,35,26-35,Yes,1,Travel_Rarely,Human Resources,5,4,Life Sciences,1,Female,2,Human Resources,Single,4570,6417,3121,79,1394,1,No,22,3,3,3,4,3,80,0,14,1,2,9,0,6,2,2015-09-25,2024-09-29,1002,Malmo,No,Compensation
342,41,36-45,Yes,1,Non-Travel,Research & Development,15,4,Medical,1,Male,3,Healthcare Representative,Single,9609,11944,13974,84,1415,2,No,19,3,2,3,3,4,80,1,19,2,4,3,2,3,3,2021-03-30,2024-10-28,1013,Helsinki,Hybrid,Compensation
343,35,26-35,No,0,Travel_Rarely,Sales,6,4,Life Sciences,1,Male,2,Sales Executive,Divorced,7008,8437,7427,58,411,9,Yes,13,3,3,2,1,3,80,1,15,2,2,3,3,3,3,2021-02-24,2024-05-28,1026,Copenhagen,No,Not applicable
344,29,26-35,No,0,Travel_Rarely,Human Resources,3,3,Other,1,Male,2,Human Resources,Single,5639,6915,13482,39,563,0,No,20,3,2,2,4,2,80,0,8,2,2,3,1,1,3,2021-08-14,2024-10-21,1052,Stockholm,Hybrid,Not applicable
345,34,26-35,No,0,Travel_Rarely,Research & Development,25,2,Marketing,1,Male,3,Laboratory Technician,Married,4524,6108,17967,67,560,1,No,25,3,3,3,1,4,80,0,15,3,3,1,1,1,1,2023-11-18,2024-02-27,1077,Copenhagen,No,Not applicable
346,23,18-25,No,0,Travel_Rarely,Research & Development,29,5,Life Sciences,1,Male,1,Healthcare Representative,Married,4601,6053,21877,96,1467,0,No,22,3,4,2,4,2,80,1,2,3,4,2,2,2,2,2022-02-28,2024-11-06,1076,Malmo,Full Remote,Not applicable
347,37,36-45,Yes,1,Travel_Frequently,Research & Development,13,3,Technical Degree,1,Female,3,Laboratory Technician,Married,5753,7961,10307,75,1498,0,No,17,4,4,1,2,2,80,1,18,2,1,7,3,2,7,2017-08-29,2024-08-12,1058,Copenhagen,Hybrid,Career change
348,23,18-25,Yes,1,Travel_Rarely,Human Resources,27,3,Marketing,1,Male,1,Human Resources,Single,2726,3389,25179,92,818,2,No,14,3,3,1,1,4,80,1,3,3,3,3,1,1,1,2021-05-23,2024-06-29,1021,Copenhagen,No,Compensation
349,33,26-35,No,0,Travel_Rarely,Sales,3,2,Medical,1,Male,2,Sales Representative,Divorced,4995,6079,10971,33,1112,1,No,19,3,4,1,3,1,80,3,10,1,3,1,0,0,1,2023-01-12,2024-09-10,1032,Oslo,Hybrid,Not applicable
350,41,36-45,No,0,Travel_Rarely,Research & Development,7,4,Other,1,Male,2,Healthcare Representative,Married,8172,9794,24714,47,758,6,No,16,3,3,3,4,3,80,2,9,2,3,9,1,9,2,2015-01-10,2024-08-27,1069,Gothenburg,No,Not applicable
351,39,36-45,No,0,Non-Travel,Human Resources,21,4,Medical,1,Male,4,Human Resources,Single,5527,7458,4089,75,233,0,Yes,24,3,4,1,2,1,80,1,18,2,4,2,2,2,2,2022-08-14,2024-03-15,1033,Malmo,No,Not applicable
352,23,18-25,No,0,Travel_Rarely,Research & Development,8,3,Medical,1,Male,1,Laboratory Technician,Divorced,4387,6208,26865,52,471,2,Yes,14,4,1,3,1,1,80,1,4,3,1,2,1,1,2,2022-04-24,2024-10-31,1043,Stockholm,Full Remote,Not applicable
353,45,36-45,No,0,Travel_Rarely,Research & Development,23,2,Life Sciences,1,Female,4,Laboratory Technician,Single,6951,8713,20614,77,242,0,Yes,19,3,1,3,1,1,80,1,24,0,1,6,1,1,0,2018-09-29,2024-02-10,1080,Helsinki,No,Not applicable
354,37,36-45,No,0,Travel_Frequently,Sales,23,3,Medical,1,Male,3,Sales Representative,Married,1448,2028,16898,100,896,0,No,14,3,3,3,1,3,80,1,17,1,2,11,2,8,2,2013-11-06,2024-01-24,1071,Stockholm,No,Not applicable
355,18,18-25,No,0,Travel_Frequently,Research & Development,22,3,Life Sciences,1,Male,2,Research Scientist,Single,5832,7490,4699,92,148,0,No,17,3,2,3,3,2,80,1,0,3,4,0,0,0,0,2024-07-21,2024-03-19,1062,Gothenburg,Hybrid,Not applicable
356,38,36-45,No,0,Non-Travel,Research & Development,24,3,Life Sciences,1,Male,2,Research Scientist,Married,4364,6144,9260,70,249,0,No,18,3,3,1,4,2,80,1,15,2,3,0,0,0,0,2024-04-23,2024-09-17,1074,Malmo,Hybrid,Not applicable
357,22,18-25,No,0,Non-Travel,Sales,6,1,Life Sciences,1,Male,1,Sales Executive,Married,7800,9724,8209,92,619,0,No,17,3,3,4,3,2,80,0,3,3,3,1,1,1,1,2023-02-16,2024-01-12,1051,Stockholm,Hybrid,Not applicable
358,33,26-35,Yes,1,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,2,Research Scientist,Divorced,4578,5522,9492,34,894,1,No,18,3,1,4,2,1,80,0,10,0,4,0,0,0,0,2024-01-12,2024-11-27,1031,Gothenburg,Hybrid,Manager relationship
359,22,18-25,No,0,Non-Travel,Research & Development,1,3,Life Sciences,1,Female,1,Manufacturing Director,Divorced,7871,10933,4273,61,1332,0,No,11,3,2,3,1,2,80,1,0,3,2,0,0,0,0,2024-03-22,2024-10-10,1019,Gothenburg,Full Remote,Not applicable
360,33,26-35,No,0,Travel_Rarely,Sales,4,3,Medical,1,Female,2,Sales Executive,Single,7662,9500,22863,88,1081,2,Yes,22,3,1,1,1,4,80,0,11,2,4,3,3,0,1,2021-10-16,2024-05-13,1069,Copenhagen,No,Not applicable
361,47,46-55,No,0,Travel_Rarely,Research & Development,10,2,Life Sciences,1,Male,2,Manager,Married,14951,19543,10061,57,491,1,No,16,3,4,4,4,4,80,1,15,2,4,2,0,2,2,2022-01-30,2024-02-19,1047,Helsinki,Hybrid,Not applicable
362,32,26-35,No,0,Travel_Frequently,Research & Development,25,4,Medical,1,Male,3,Manufacturing Director,Single,10777,14375,20843,55,408,3,No,13,3,4,1,2,4,80,0,11,3,2,9,3,7,1,2015-05-10,2024-08-28,1095,Helsinki,No,Not applicable
363,25,18-25,Yes,1,Travel_Rarely,Human Resources,2,4,Other,1,Female,1,Human Resources,Divorced,2936,3577,6981,50,950,0,No,19,3,3,3,4,4,80,1,0,1,3,0,0,0,0,2024-02-20,2024-06-05,1021,Gothenburg,Hybrid,Relocation
364,33,26-35,No,0,Travel_Rarely,Research & Development,29,3,Marketing,1,Female,3,Laboratory Technician,Single,7278,8897,22448,68,1487,9,Yes,12,3,2,4,1,4,80,2,13,4,3,0,0,0,0,2024-10-17,2024-11-05,1086,Malmo,No,Not applicable
365,40,36-45,No,0,Travel_Rarely,Research & Development,28,1,Life Sciences,1,Male,3,Manufacturing Director,Divorced,9933,13035,6281,31,1274,0,No,21,3,2,3,3,4,80,0,18,6,4,7,6,0,1,2017-06-23,2024-09-20,1061,Helsinki,No,Not applicable
366,37,36-45,No,0,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Female,3,Laboratory Technician,Single,6499,8038,4863,39,119,0,Yes,16,4,1,3,1,1,80,1,14,1,2,2,2,2,2,2022-07-12,2024-02-19,1010,Oslo,Hybrid,Not applicable
367,41,36-45,No,0,Travel_Rarely,Human Resources,5,4,Life Sciences,1,Male,2,Human Resources,Single,5356,7189,4007,86,478,2,Yes,22,3,1,4,3,2,80,1,9,2,4,5,3,0,2,2019-11-24,2024-10-02,1026,Copenhagen,No,Not applicable
368,43,36-45,No,0,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Male,3,Laboratory Technician,Married,5501,7488,16093,40,1480,0,No,16,3,3,2,1,3,80,1,10,1,3,6,0,1,0,2018-05-20,2024-12-25,1087,Stockholm,No,Not applicable
369,35,26-35,No,0,Travel_Rarely,Research & Development,11,4,Life Sciences,1,Male,1,Manufacturing Director,Married,4905,6320,6655,79,959,0,No,17,3,2,1,3,4,80,2,7,3,4,6,6,5,2,2018-10-24,2024-07-22,1049,Malmo,No,Not applicable
370,41,36-45,No,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,Research Scientist,Married,7079,9163,11480,48,581,2,Yes,12,3,4,4,4,4,80,1,20,2,2,9,0,0,8,2015-04-26,2024-09-12,1054,Helsinki,No,Not applicable
371,40,36-45,No,0,Travel_Rarely,Human Resources,24,3,Life Sciences,1,Male,3,Manager,Single,17243,24342,22731,59,1314,1,No,16,3,2,3,2,3,80,1,18,3,4,6,0,1,0,2018-08-29,2024-04-25,1073,Helsinki,Full Remote,Not applicable
372,18,18-25,No,0,Travel_Rarely,Research & Development,24,2,Life Sciences,1,Male,1,Manager,Married,13992,18311,23162,54,1323,3,No,18,3,2,1,3,3,80,1,0,5,4,0,0,0,0,2024-08-03,2024-11-30,1095,Oslo,Hybrid,Not applicable
373,35,26-35,No,0,Travel_Rarely,Research & Development,10,3,Technical Degree,1,Male,2,Research Scientist,Married,4618,5591,2555,45,207,1,Yes,20,3,4,2,4,3,80,3,15,2,1,2,2,0,1,2022-03-26,2024-05-01,1048,Oslo,No,Not applicable
374,38,36-45,Yes,1,Travel_Rarely,Research & Development,2,3,Medical,1,Female,3,Manufacturing Director,Married,9771,13290,18136,81,1216,0,Yes,16,3,1,2,2,1,80,3,16,3,2,5,1,5,1,2019-06-04,2024-02-07,1051,Oslo,Hybrid,Retirement
375,44,36-45,Yes,1,Travel_Rarely,Sales,22,1,Life Sciences,1,Female,4,Sales Executive,Divorced,10041,12012,8557,34,527,3,Yes,21,4,2,3,3,4,80,0,25,2,4,0,0,0,0,2024-04-25,2024-12-28,1045,Stockholm,Hybrid,Retirement
376,27,26-35,No,0,Travel_Rarely,Research & Development,17,2,Technical Degree,1,Male,2,Research Scientist,Married,4694,6375,8736,55,1267,0,Yes,12,3,3,4,1,4,80,0,0,2,4,0,0,0,0,2024-08-02,2024-01-13,1087,Oslo,Full Remote,Not applicable
377,35,26-35,No,0,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,3,Healthcare Representative,Single,9066,12045,2367,65,100,0,No,11,3,2,4,4,3,80,0,13,0,2,4,0,1,2,2020-06-21,2024-03-16,1021,Stockholm,No,Not applicable
378,40,36-45,No,0,Travel_Rarely,Sales,10,4,Life Sciences,1,Male,2,Sales Representative,Divorced,4856,6379,10849,32,1253,1,No,22,4,4,2,1,1,80,1,13,4,1,0,0,0,0,2024-01-13,2024-10-14,1028,Stockholm,Hybrid,Not applicable
379,46,46-55,No,0,Travel_Rarely,Research & Development,29,1,Life Sciences,1,Female,4,Research Scientist,Married,6162,7945,17482,99,435,2,No,15,3,4,1,1,4,80,1,25,3,4,9,6,9,3,2015-06-28,2024-03-24,1070,Oslo,No,Not applicable
380,46,46-55,No,0,Travel_Frequently,Research & Development,22,3,Medical,1,Male,4,Laboratory Technician,Married,4860,6705,7224,47,521,5,No,13,3,3,4,4,2,80,0,25,6,1,4,4,0,4,2020-06-14,2024-11-20,1054,Stockholm,Full Remote,Not applicable
381,30,26-35,No,0,Travel_Frequently,Research & Development,22,4,Medical,1,Female,3,Laboratory Technician,Single,5746,6781,18531,43,1114,2,No,22,3,4,2,3,4,80,0,9,1,1,4,2,4,4,2020-11-27,2024-01-11,1040,Helsinki,No,Not applicable
382,33,26-35,No,0,Travel_Rarely,Sales,3,3,Medical,1,Male,2,Sales Representative,Married,3875,5037,13517,33,623,1,No,11,3,3,2,3,4,80,1,10,3,4,10,0,4,5,2014-06-22,2024-03-31,1013,Helsinki,Hybrid,Not applicable
383,22,18-25,No,0,Travel_Rarely,Research & Development,18,1,Life Sciences,1,Female,1,Laboratory Technician,Divorced,2226,2641,18590,86,241,1,No,13,3,4,1,3,3,80,0,1,0,4,1,1,1,1,2023-05-10,2024-08-13,1090,Gothenburg,Hybrid,Not applicable
384,29,26-35,Yes,1,Travel_Frequently,Human Resources,10,3,Other,1,Female,1,Human Resources,Married,5066,6577,25390,86,337,0,No,16,3,4,2,1,4,80,1,6,2,2,0,0,0,0,2024-10-22,2024-10-25,1095,Gothenburg,No,Relocation
385,28,26-35,No,0,Travel_Rarely,Research & Development,14,1,Life Sciences,1,Female,1,Research Scientist,Married,5363,6666,4189,53,1292,0,No,21,3,2,2,1,1,80,0,3,2,2,3,3,3,1,2021-03-22,2024-12-11,1030,Oslo,No,Not applicable
386,36,36-45,No,0,Travel_Frequently,Sales,29,2,Medical,1,Female,3,Sales Executive,Single,8405,10055,18822,39,1259,4,No,23,3,1,2,4,1,80,1,13,1,2,8,3,0,2,2016-02-18,2024-06-03,1081,Oslo,Hybrid,Not applicable
387,37,36-45,No,0,Travel_Frequently,Research & Development,27,4,Technical Degree,1,Male,3,Research Scientist,Single,7153,9074,14886,65,1051,1,No,23,3,3,4,1,4,80,0,17,3,1,6,3,2,1,2018-07-13,2024-07-29,1069,Gothenburg,No,Not applicable
388,47,46-55,No,0,Travel_Rarely,Research & Development,20,3,Other,1,Male,4,Manager,Single,20000,27563,18963,82,670,0,No,14,3,3,3,3,2,80,2,26,2,3,2,2,2,2,2022-05-30,2024-01-24,1085,Oslo,Hybrid,Not applicable
389,43,36-45,No,0,Travel_Rarely,Research & Development,11,4,Life Sciences,1,Male,4,Research Director,Married,20000,26508,10275,45,871,2,Yes,18,3,3,2,4,3,80,0,24,4,2,8,3,3,1,2016-06-16,2024-12-30,1009,Oslo,Hybrid,Not applicable
390,35,26-35,Yes,1,Travel_Rarely,Research & Development,14,2,Life Sciences,1,Male,1,Manager,Single,12449,14809,23636,37,120,0,No,25,3,1,1,1,3,80,1,6,3,1,4,2,1,1,2020-02-18,2024-08-12,1037,Oslo,No,Manager relationship
391,27,26-35,Yes,1,Travel_Frequently,Research & Development,11,3,Life Sciences,1,Female,1,Laboratory Technician,Divorced,5512,6873,2103,60,1474,0,No,13,3,3,4,1,1,80,2,5,2,2,1,1,1,0,2023-03-12,2024-02-28,1050,Oslo,No,Manager relationship
392,24,18-25,No,0,Travel_Frequently,Research & Development,7,3,Medical,1,Male,2,Healthcare Representative,Divorced,6055,7733,10151,67,572,1,No,16,3,2,3,2,1,80,0,3,2,4,3,3,3,0,2021-05-07,2024-12-19,1088,Gothenburg,No,Not applicable
393,21,18-25,Yes,1,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Female,1,Laboratory Technician,Single,4183,5553,20114,36,612,0,No,12,4,2,1,4,3,80,1,1,4,1,1,1,1,1,2023-08-25,2024-05-14,1020,Oslo,Full Remote,Work-life balance
394,38,36-45,No,0,Non-Travel,Research & Development,28,4,Life Sciences,1,Female,3,Manager,Married,17893,25116,10049,31,766,3,No,16,3,1,1,1,3,80,1,17,3,2,12,0,6,3,2012-08-18,2024-04-13,1003,Gothenburg,Hybrid,Not applicable
395,31,26-35,No,0,Travel_Rarely,Sales,8,3,Life Sciences,1,Male,3,Sales Executive,Married,10544,13337,21841,81,614,1,Yes,19,3,3,4,4,4,80,2,12,3,4,12,5,1,2,2012-06-10,2024-10-07,1065,Helsinki,No,Not applicable
396,60,56+,No,0,Travel_Rarely,Sales,16,2,Technical Degree,1,Female,5,Sales Executive,Married,13241,17106,17243,77,519,5,No,17,3,3,4,2,2,80,2,34,2,1,0,0,0,0,2024-06-03,2024-12-05,1032,Oslo,Full Remote,Not applicable
397,36,36-45,No,0,Travel_Rarely,Human Resources,17,1,Life Sciences,1,Female,2,Human Resources,Divorced,5350,6343,15219,72,1355,1,No,16,4,2,1,1,2,80,0,15,3,3,2,1,1,2,2022-02-18,2024-07-17,1037,Copenhagen,No,Not applicable
398,43,36-45,No,0,Non-Travel,Research & Development,3,4,Marketing,1,Female,3,Research Scientist,Divorced,6679,8550,6969,84,1220,0,No,13,3,2,1,4,3,80,0,22,0,4,11,4,3,3,2013-09-19,2024-12-31,1009,Oslo,Full Remote,Not applicable
399,47,46-55,No,0,Travel_Frequently,Research & Development,15,3,Other,1,Female,4,Manager,Married,19827,28113,3680,68,627,1,No,19,3,3,2,3,2,80,1,28,2,2,3,3,0,2,2021-10-19,2024-03-22,1029,Oslo,Hybrid,Not applicable
400,59,56+,No,0,Travel_Rarely,Sales,3,4,Technical Degree,1,Male,5,Sales Executive,Divorced,12584,17743,21281,57,930,1,No,18,3,4,2,4,4,80,0,40,2,1,4,4,1,1,2020-09-04,2024-08-07,1032,Gothenburg,Hybrid,Not applicable
401,29,26-35,No,0,Travel_Rarely,Research & Development,5,4,Medical,1,Male,1,Research Scientist,Single,4015,5598,12818,42,179,5,No,21,3,2,1,2,3,80,1,7,3,3,4,0,4,0,2020-11-21,2024-12-11,1079,Stockholm,Hybrid,Not applicable
402,35,26-35,No,0,Travel_Rarely,Sales,17,4,Life Sciences,1,Male,3,Sales Representative,Single,5361,7166,15143,83,581,2,No,16,3,2,3,1,4,80,1,16,3,3,2,0,2,2,2022-07-28,2024-01-25,1042,Oslo,No,Not applicable
403,34,26-35,No,0,Travel_Frequently,Sales,5,2,Medical,1,Female,3,Sales Executive,Married,10003,12738,18305,89,1448,0,No,11,3,3,2,4,1,80,0,15,1,3,0,0,0,0,2024-01-04,2024-07-19,1058,Oslo,Hybrid,Not applicable
404,23,18-25,Yes,1,Travel_Frequently,Research & Development,28,5,Life Sciences,1,Male,1,Manufacturing Director,Married,7529,8889,17820,94,513,0,No,16,3,4,3,2,2,80,0,0,2,4,0,0,0,0,2024-07-15,2024-01-18,1085,Malmo,Hybrid,Retirement
405,28,26-35,No,0,Travel_Rarely,Research & Development,26,5,Medical,1,Male,1,Laboratory Technician,Married,3996,4969,23366,34,569,2,No,16,3,4,1,4,4,80,2,1,2,4,1,1,1,1,2023-03-12,2024-08-23,1051,Copenhagen,No,Not applicable
406,31,26-35,No,0,Travel_Rarely,Sales,29,4,Medical,1,Male,2,Sales Representative,Married,3786,4766,19860,55,129,5,No,22,3,1,4,2,3,80,2,11,2,1,9,0,3,4,2015-11-25,2024-07-16,1083,Oslo,Full Remote,Not applicable
407,47,46-55,No,0,Travel_Rarely,Sales,6,3,Medical,1,Male,4,Sales Executive,Single,11625,15113,19517,89,1146,0,No,12,4,1,1,2,1,80,3,27,2,3,5,1,0,5,2019-01-26,2024-02-21,1036,Copenhagen,Hybrid,Not applicable
408,32,26-35,No,0,Travel_Rarely,Research & Development,3,2,Other,1,Female,1,Research Scientist,Married,4761,6472,4192,59,1445,2,No,20,3,4,4,1,4,80,0,2,2,2,2,2,2,2,2022-04-24,2024-03-21,1059,Helsinki,No,Not applicable
409,38,36-45,No,0,Travel_Frequently,Research & Development,24,4,Medical,1,Male,3,Research Scientist,Divorced,6593,9138,3799,68,1461,2,Yes,19,3,4,4,3,1,80,1,19,2,1,7,3,1,1,2017-10-25,2024-01-10,1034,Helsinki,Full Remote,Not applicable
410,30,26-35,No,0,Non-Travel,Research & Development,1,4,Medical,1,Female,1,Manager,Married,13405,18265,26734,99,263,0,No,14,3,1,3,3,3,80,0,0,3,1,0,0,0,0,2024-03-26,2024-03-11,1089,Gothenburg,No,Not applicable
411,39,36-45,No,0,Travel_Rarely,Research & Development,22,4,Life Sciences,1,Male,4,Laboratory Technician,Single,5621,7871,24960,43,1391,1,Yes,12,3,3,4,1,3,80,1,19,3,2,12,0,2,7,2012-05-09,2024-09-11,1094,Malmo,No,Not applicable
412,41,36-45,Yes,1,Travel_Rarely,Research & Development,27,3,Life Sciences,1,Male,3,Manufacturing Director,Single,11277,15061,18307,30,334,4,Yes,15,3,4,4,3,3,80,1,16,3,2,1,1,1,1,2023-09-27,2024-08-24,1089,Gothenburg,No,Compensation
413,46,46-55,Yes,1,Non-Travel,Research & Development,5,2,Life Sciences,1,Female,4,Laboratory Technician,Single,7098,10040,14410,96,1493,3,Yes,16,3,3,2,4,2,80,1,27,4,2,0,0,0,0,2024-01-28,2024-09-19,1082,Oslo,Hybrid,Compensation
